OrtCode;Ortsname;GesamtWahlberechtigte;Partei;StimmenFuerPartei
G10614;Sigleß;976;SPÖ;310
G10614;Sigleß;976;FPÖ;81
G10614;Sigleß;976;GRÜNE;47
G10614;Sigleß;976;NEOS;34
G10614;Sigleß;976;KPÖ;4
G10614;Sigleß;976;EUROPA;5
G10615;Wiesen;2194;ÖVP;510
G10615;Wiesen;2194;SPÖ;247
G10615;Wiesen;2194;FPÖ;243
G10615;Wiesen;2194;GRÜNE;97
G10615;Wiesen;2194;NEOS;82
G10615;Wiesen;2194;KPÖ;6
G10615;Wiesen;2194;EUROPA;9
G10616;Antau;612;ÖVP;171
G10616;Antau;612;SPÖ;107
G10616;Antau;612;FPÖ;65
G10616;Antau;612;GRÜNE;24
G10616;Antau;612;NEOS;13
G10616;Antau;612;KPÖ;2
G10616;Antau;612;EUROPA;4
G10617;Baumgarten;700;ÖVP;105
G10617;Baumgarten;700;SPÖ;229
G10617;Baumgarten;700;FPÖ;50
G10617;Baumgarten;700;GRÜNE;45
G10617;Baumgarten;700;NEOS;22
G10617;Baumgarten;700;KPÖ;1
G10617;Baumgarten;700;EUROPA;3
G10618;Zemendorf-Stöttera;1012;ÖVP;288
G10618;Zemendorf-Stöttera;1012;SPÖ;173
G10618;Zemendorf-Stöttera;1012;FPÖ;76
G10618;Zemendorf-Stöttera;1012;GRÜNE;35
G10618;Zemendorf-Stöttera;1012;NEOS;30
G10618;Zemendorf-Stöttera;1012;KPÖ;1
G10618;Zemendorf-Stöttera;1012;EUROPA;2
G10619;Krensdorf;493;ÖVP;148
G10619;Krensdorf;493;SPÖ;101
G10619;Krensdorf;493;FPÖ;40
G10619;Krensdorf;493;GRÜNE;17
G10619;Krensdorf;493;NEOS;11
G10619;Krensdorf;493;KPÖ;0
G10619;Krensdorf;493;EUROPA;1
G10699;Wahlkarten - Mattersburg;0;ÖVP;573
G10699;Wahlkarten - Mattersburg;0;SPÖ;803
G10699;Wahlkarten - Mattersburg;0;FPÖ;256
G10699;Wahlkarten - Mattersburg;0;GRÜNE;235
G10699;Wahlkarten - Mattersburg;0;NEOS;138
G10699;Wahlkarten - Mattersburg;0;KPÖ;13
G10699;Wahlkarten - Mattersburg;0;EUROPA;13
G10701;Andau;1912;ÖVP;382
G10701;Andau;1912;SPÖ;428
G10701;Andau;1912;FPÖ;241
G10701;Andau;1912;GRÜNE;43
G10701;Andau;1912;NEOS;26
G10701;Andau;1912;KPÖ;4
G10701;Andau;1912;EUROPA;4
G10702;Apetlon;1537;ÖVP;363
G10702;Apetlon;1537;SPÖ;265
G10702;Apetlon;1537;FPÖ;152
G10702;Apetlon;1537;GRÜNE;31
G10702;Apetlon;1537;NEOS;26
G10702;Apetlon;1537;KPÖ;4
G10702;Apetlon;1537;EUROPA;0
G10703;Bruckneudorf;2447;ÖVP;291
G10703;Bruckneudorf;2447;SPÖ;420
G10703;Bruckneudorf;2447;FPÖ;332
G10703;Bruckneudorf;2447;GRÜNE;143
G10703;Bruckneudorf;2447;NEOS;97
G10703;Bruckneudorf;2447;KPÖ;14
G10703;Bruckneudorf;2447;EUROPA;16
G10704;Deutsch Jahrndorf;451;ÖVP;92
G10704;Deutsch Jahrndorf;451;SPÖ;99
G10704;Deutsch Jahrndorf;451;FPÖ;68
G10704;Deutsch Jahrndorf;451;GRÜNE;16
G10704;Deutsch Jahrndorf;451;NEOS;9
G10704;Deutsch Jahrndorf;451;KPÖ;1
G10704;Deutsch Jahrndorf;451;EUROPA;0
G10705;Frauenkirchen;2354;ÖVP;412
G10705;Frauenkirchen;2354;SPÖ;446
G10705;Frauenkirchen;2354;FPÖ;250
G10705;Frauenkirchen;2354;GRÜNE;96
G10705;Frauenkirchen;2354;NEOS;67
G10705;Frauenkirchen;2354;KPÖ;8
G10705;Frauenkirchen;2354;EUROPA;4
G10706;Gattendorf;946;ÖVP;207
G10706;Gattendorf;946;SPÖ;177
G10706;Gattendorf;946;FPÖ;131
G10706;Gattendorf;946;GRÜNE;37
G10706;Gattendorf;946;NEOS;21
G10706;Gattendorf;946;KPÖ;5
G10706;Gattendorf;946;EUROPA;5
G10707;Gols;3109;ÖVP;518
G10707;Gols;3109;SPÖ;568
G10707;Gols;3109;FPÖ;389
G10707;Gols;3109;GRÜNE;189
G10707;Gols;3109;NEOS;107
G10707;Gols;3109;KPÖ;9
G10707;Gols;3109;EUROPA;12
G10708;Halbturn;1587;ÖVP;468
G10708;Halbturn;1587;SPÖ;247
G10708;Halbturn;1587;FPÖ;183
G10708;Halbturn;1587;GRÜNE;58
G10708;Halbturn;1587;NEOS;46
G10708;Halbturn;1587;KPÖ;4
G10708;Halbturn;1587;EUROPA;3
G10709;Illmitz;2051;ÖVP;560
G10709;Illmitz;2051;SPÖ;481
G10709;Illmitz;2051;FPÖ;238
G10709;Illmitz;2051;GRÜNE;66
G10709;Illmitz;2051;NEOS;57
G10709;Illmitz;2051;KPÖ;3
G10709;Illmitz;2051;EUROPA;4
G10710;Jois;1284;ÖVP;273
G10710;Jois;1284;SPÖ;179
G10710;Jois;1284;FPÖ;159
G10710;Jois;1284;GRÜNE;53
G10710;Jois;1284;NEOS;38
G10710;Jois;1284;KPÖ;4
G10710;Jois;1284;EUROPA;6
G10711;Kittsee;1549;ÖVP;273
G10711;Kittsee;1549;SPÖ;223
G10711;Kittsee;1549;FPÖ;153
G10711;Kittsee;1549;GRÜNE;43
G10711;Kittsee;1549;NEOS;40
G10711;Kittsee;1549;KPÖ;4
G10711;Kittsee;1549;EUROPA;5
G10712;Mönchhof;1833;ÖVP;445
G10712;Mönchhof;1833;SPÖ;229
G10712;Mönchhof;1833;FPÖ;198
G10712;Mönchhof;1833;GRÜNE;45
G10712;Mönchhof;1833;NEOS;50
G10712;Mönchhof;1833;KPÖ;5
G10712;Mönchhof;1833;EUROPA;7
G10713;Neusiedl am See;6211;ÖVP;1155
G10713;Neusiedl am See;6211;SPÖ;722
G10713;Neusiedl am See;6211;FPÖ;602
G10713;Neusiedl am See;6211;GRÜNE;482
G10713;Neusiedl am See;6211;NEOS;338
G10713;Neusiedl am See;6211;KPÖ;16
G10713;Neusiedl am See;6211;EUROPA;27
G10714;Nickelsdorf;1286;ÖVP;188
G10714;Nickelsdorf;1286;SPÖ;242
G10714;Nickelsdorf;1286;FPÖ;134
G10714;Nickelsdorf;1286;GRÜNE;76
G10714;Nickelsdorf;1286;NEOS;35
G10714;Nickelsdorf;1286;KPÖ;6
G10714;Nickelsdorf;1286;EUROPA;8
G10715;Pama;888;ÖVP;288
G10715;Pama;888;SPÖ;194
G10715;Pama;888;FPÖ;54
G10715;Pama;888;GRÜNE;27
G10715;Pama;888;NEOS;10
G10715;Pama;888;KPÖ;0
G10715;Pama;888;EUROPA;4
G10716;Pamhagen;1379;ÖVP;341
G10716;Pamhagen;1379;SPÖ;187
G10716;Pamhagen;1379;FPÖ;110
G10716;Pamhagen;1379;GRÜNE;25
G10716;Pamhagen;1379;NEOS;23
G10716;Pamhagen;1379;KPÖ;2
G10716;Pamhagen;1379;EUROPA;3
G10717;Parndorf;3289;ÖVP;382
G10717;Parndorf;3289;SPÖ;564
G10717;Parndorf;3289;FPÖ;420
G10717;Parndorf;3289;GRÜNE;132
G10717;Parndorf;3289;NEOS;88
G10717;Parndorf;3289;KPÖ;6
G10717;Parndorf;3289;EUROPA;15
G10718;Podersdorf am See;1765;ÖVP;532
G10718;Podersdorf am See;1765;SPÖ;215
G10718;Podersdorf am See;1765;FPÖ;162
G10718;Podersdorf am See;1765;GRÜNE;84
G10718;Podersdorf am See;1765;NEOS;77
G10718;Podersdorf am See;1765;KPÖ;2
G10718;Podersdorf am See;1765;EUROPA;8
G10719;Sankt Andrä am Zicksee;1135;ÖVP;341
G10719;Sankt Andrä am Zicksee;1135;SPÖ;212
G10719;Sankt Andrä am Zicksee;1135;FPÖ;121
G10719;Sankt Andrä am Zicksee;1135;GRÜNE;32
G10719;Sankt Andrä am Zicksee;1135;NEOS;43
G10719;Sankt Andrä am Zicksee;1135;KPÖ;2
G10719;Sankt Andrä am Zicksee;1135;EUROPA;2
G10720;Tadten;1017;ÖVP;294
G10720;Tadten;1017;SPÖ;200
G10720;Tadten;1017;FPÖ;60
G10720;Tadten;1017;GRÜNE;28
G10720;Tadten;1017;NEOS;34
G10720;Tadten;1017;KPÖ;1
G10720;Tadten;1017;EUROPA;3
G10721;Wallern im Burgenland;1421;ÖVP;285
G10721;Wallern im Burgenland;1421;SPÖ;351
G10721;Wallern im Burgenland;1421;FPÖ;188
G10721;Wallern im Burgenland;1421;GRÜNE;49
G10721;Wallern im Burgenland;1421;NEOS;20
G10721;Wallern im Burgenland;1421;KPÖ;3
G10721;Wallern im Burgenland;1421;EUROPA;4
G10722;Weiden am See;1958;ÖVP;428
G10722;Weiden am See;1958;SPÖ;275
G10722;Weiden am See;1958;FPÖ;266
G10722;Weiden am See;1958;GRÜNE;139
G10722;Weiden am See;1958;NEOS;86
G10722;Weiden am See;1958;KPÖ;0
G10722;Weiden am See;1958;EUROPA;11
G10723;Winden am See;1079;ÖVP;156
G10723;Winden am See;1079;SPÖ;244
G10723;Winden am See;1079;FPÖ;122
G10723;Winden am See;1079;GRÜNE;42
G10723;Winden am See;1079;NEOS;36
G10723;Winden am See;1079;KPÖ;1
G10723;Winden am See;1079;EUROPA;3
G10724;Zurndorf;1733;ÖVP;202
G10724;Zurndorf;1733;SPÖ;378
G10724;Zurndorf;1733;FPÖ;232
G10724;Zurndorf;1733;GRÜNE;77
G10724;Zurndorf;1733;NEOS;49
G10724;Zurndorf;1733;KPÖ;2
G10724;Zurndorf;1733;EUROPA;13
G10725;Neudorf;560;ÖVP;148
G10725;Neudorf;560;SPÖ;100
G10725;Neudorf;560;FPÖ;58
G10725;Neudorf;560;GRÜNE;20
G10725;Neudorf;560;NEOS;17
G10725;Neudorf;560;KPÖ;4
G10725;Neudorf;560;EUROPA;0
G10726;Potzneusiedl;434;ÖVP;63
G10726;Potzneusiedl;434;SPÖ;90
G10726;Potzneusiedl;434;FPÖ;94
G10726;Potzneusiedl;434;GRÜNE;15
G10726;Potzneusiedl;434;NEOS;8
G10726;Potzneusiedl;434;KPÖ;1
G10726;Potzneusiedl;434;EUROPA;5
G10727;Edelstal;511;ÖVP;160
G10727;Edelstal;511;SPÖ;70
G10727;Edelstal;511;FPÖ;52
G10727;Edelstal;511;GRÜNE;14
G10727;Edelstal;511;NEOS;10
G10727;Edelstal;511;KPÖ;1
G10727;Edelstal;511;EUROPA;1
G10799;Wahlkarten - Neusiedl am See;0;ÖVP;913
G10799;Wahlkarten - Neusiedl am See;0;SPÖ;864
G10799;Wahlkarten - Neusiedl am See;0;FPÖ;380
G10799;Wahlkarten - Neusiedl am See;0;GRÜNE;417
G10799;Wahlkarten - Neusiedl am See;0;NEOS;257
G10799;Wahlkarten - Neusiedl am See;0;KPÖ;17
G10799;Wahlkarten - Neusiedl am See;0;EUROPA;28
G10801;Deutschkreutz;2572;ÖVP;646
G10801;Deutschkreutz;2572;SPÖ;386
G10801;Deutschkreutz;2572;FPÖ;224
G10801;Deutschkreutz;2572;GRÜNE;58
G10801;Deutschkreutz;2572;NEOS;61
G10801;Deutschkreutz;2572;KPÖ;2
G10801;Deutschkreutz;2572;EUROPA;3
G10802;Draßmarkt;1151;ÖVP;354
G10802;Draßmarkt;1151;SPÖ;281
G10802;Draßmarkt;1151;FPÖ;59
G10802;Draßmarkt;1151;GRÜNE;38
G10802;Draßmarkt;1151;NEOS;39
G10802;Draßmarkt;1151;KPÖ;4
G10802;Draßmarkt;1151;EUROPA;1
G10803;Frankenau-Unterpullendorf;939;ÖVP;257
G10803;Frankenau-Unterpullendorf;939;SPÖ;173
G10803;Frankenau-Unterpullendorf;939;FPÖ;72
G10803;Frankenau-Unterpullendorf;939;GRÜNE;54
G10803;Frankenau-Unterpullendorf;939;NEOS;19
G10803;Frankenau-Unterpullendorf;939;KPÖ;1
G10803;Frankenau-Unterpullendorf;939;EUROPA;4
G10804;Großwarasdorf;1181;ÖVP;350
G10804;Großwarasdorf;1181;SPÖ;185
G10804;Großwarasdorf;1181;FPÖ;96
G10804;Großwarasdorf;1181;GRÜNE;46
G10804;Großwarasdorf;1181;NEOS;35
G10804;Großwarasdorf;1181;KPÖ;9
G10804;Großwarasdorf;1181;EUROPA;2
G10805;Horitschon;1488;ÖVP;400
G10805;Horitschon;1488;SPÖ;275
G10805;Horitschon;1488;FPÖ;125
G10805;Horitschon;1488;GRÜNE;36
G10805;Horitschon;1488;NEOS;30
G10805;Horitschon;1488;KPÖ;2
G10805;Horitschon;1488;EUROPA;5
G10806;Kaisersdorf;508;ÖVP;82
G10806;Kaisersdorf;508;SPÖ;137
G10806;Kaisersdorf;508;FPÖ;45
G10806;Kaisersdorf;508;GRÜNE;23
G10806;Kaisersdorf;508;NEOS;16
G10806;Kaisersdorf;508;KPÖ;3
G10806;Kaisersdorf;508;EUROPA;2
G10807;Kobersdorf;1551;ÖVP;285
G10807;Kobersdorf;1551;SPÖ;419
G10807;Kobersdorf;1551;FPÖ;178
G10807;Kobersdorf;1551;GRÜNE;35
G10807;Kobersdorf;1551;NEOS;40
G10807;Kobersdorf;1551;KPÖ;4
G10807;Kobersdorf;1551;EUROPA;6
G10808;Lackenbach;941;ÖVP;178
G10808;Lackenbach;941;SPÖ;218
G10808;Lackenbach;941;FPÖ;71
G10808;Lackenbach;941;GRÜNE;14
G10808;Lackenbach;941;NEOS;19
G10808;Lackenbach;941;KPÖ;0
G10808;Lackenbach;941;EUROPA;1
G10809;Lockenhaus;1655;ÖVP;350
G10809;Lockenhaus;1655;SPÖ;263
G10809;Lockenhaus;1655;FPÖ;192
G10809;Lockenhaus;1655;GRÜNE;70
G10809;Lockenhaus;1655;NEOS;41
G10809;Lockenhaus;1655;KPÖ;4
G10809;Lockenhaus;1655;EUROPA;9
G10810;Lutzmannsburg;702;ÖVP;191
G10810;Lutzmannsburg;702;SPÖ;127
G10810;Lutzmannsburg;702;FPÖ;88
G10810;Lutzmannsburg;702;GRÜNE;25
G10810;Lutzmannsburg;702;NEOS;25
G10810;Lutzmannsburg;702;KPÖ;1
G10810;Lutzmannsburg;702;EUROPA;1
G10811;Mannersdorf an der Rabnitz;1484;ÖVP;299
G10811;Mannersdorf an der Rabnitz;1484;SPÖ;314
G10811;Mannersdorf an der Rabnitz;1484;FPÖ;160
G10811;Mannersdorf an der Rabnitz;1484;GRÜNE;37
G10811;Mannersdorf an der Rabnitz;1484;NEOS;34
G10811;Mannersdorf an der Rabnitz;1484;KPÖ;1
G10811;Mannersdorf an der Rabnitz;1484;EUROPA;5
G10812;Markt Sankt Martin;997;ÖVP;247
G10812;Markt Sankt Martin;997;SPÖ;255
G10812;Markt Sankt Martin;997;FPÖ;91
G10812;Markt Sankt Martin;997;GRÜNE;36
G10812;Markt Sankt Martin;997;NEOS;25
G10812;Markt Sankt Martin;997;KPÖ;4
G10812;Markt Sankt Martin;997;EUROPA;2
G10813;Neckenmarkt;1429;ÖVP;443
G10813;Neckenmarkt;1429;SPÖ;291
G10813;Neckenmarkt;1429;FPÖ;113
G10813;Neckenmarkt;1429;GRÜNE;33
G10813;Neckenmarkt;1429;NEOS;25
G10813;Neckenmarkt;1429;KPÖ;4
G10813;Neckenmarkt;1429;EUROPA;5
G10814;Neutal;905;ÖVP;145
G10814;Neutal;905;SPÖ;388
G10814;Neutal;905;FPÖ;71
G10814;Neutal;905;GRÜNE;22
G10814;Neutal;905;NEOS;15
G10814;Neutal;905;KPÖ;2
G10814;Neutal;905;EUROPA;4
G10815;Nikitsch;1135;ÖVP;345
G10815;Nikitsch;1135;SPÖ;216
G10815;Nikitsch;1135;FPÖ;68
G10815;Nikitsch;1135;GRÜNE;43
G10815;Nikitsch;1135;NEOS;30
G10815;Nikitsch;1135;KPÖ;2
G10815;Nikitsch;1135;EUROPA;11
G10816;Oberpullendorf;2498;ÖVP;476
G10816;Oberpullendorf;2498;SPÖ;362
G10816;Oberpullendorf;2498;FPÖ;210
G10816;Oberpullendorf;2498;GRÜNE;114
G10816;Oberpullendorf;2498;NEOS;73
G10816;Oberpullendorf;2498;KPÖ;6
G10816;Oberpullendorf;2498;EUROPA;9
G10817;Pilgersdorf;1392;ÖVP;429
G10817;Pilgersdorf;1392;SPÖ;203
G10817;Pilgersdorf;1392;FPÖ;103
G10817;Pilgersdorf;1392;GRÜNE;37
G10817;Pilgersdorf;1392;NEOS;26
G10817;Pilgersdorf;1392;KPÖ;2
G10817;Pilgersdorf;1392;EUROPA;1
G10818;Piringsdorf;716;ÖVP;178
G10818;Piringsdorf;716;SPÖ;185
G10818;Piringsdorf;716;FPÖ;50
G10818;Piringsdorf;716;GRÜNE;28
G10818;Piringsdorf;716;NEOS;18
G10818;Piringsdorf;716;KPÖ;0
G10818;Piringsdorf;716;EUROPA;1
G10819;Raiding;736;ÖVP;131
G10819;Raiding;736;SPÖ;170
G10819;Raiding;736;FPÖ;49
G10819;Raiding;736;GRÜNE;7
G10819;Raiding;736;NEOS;12
G10819;Raiding;736;KPÖ;0
G10819;Raiding;736;EUROPA;2
G10820;Ritzing;751;ÖVP;124
G10820;Ritzing;751;SPÖ;199
G10820;Ritzing;751;FPÖ;82
G10820;Ritzing;751;GRÜNE;26
G10820;Ritzing;751;NEOS;19
G10820;Ritzing;751;KPÖ;1
G10820;Ritzing;751;EUROPA;1
G10821;Steinberg-Dörfl;1053;ÖVP;257
G10821;Steinberg-Dörfl;1053;SPÖ;231
G10821;Steinberg-Dörfl;1053;FPÖ;121
G10821;Steinberg-Dörfl;1053;GRÜNE;28
G10821;Steinberg-Dörfl;1053;NEOS;42
G10821;Steinberg-Dörfl;1053;KPÖ;3
G10821;Steinberg-Dörfl;1053;EUROPA;9
G10822;Stoob;1156;ÖVP;227
G10822;Stoob;1156;SPÖ;349
G10822;Stoob;1156;FPÖ;108
G10822;Stoob;1156;GRÜNE;37
G10822;Stoob;1156;NEOS;27
G10822;Stoob;1156;KPÖ;4
G10822;Stoob;1156;EUROPA;2
G10823;Weppersdorf;1515;ÖVP;191
G10823;Weppersdorf;1515;SPÖ;462
G10823;Weppersdorf;1515;FPÖ;189
G10823;Weppersdorf;1515;GRÜNE;39
G10823;Weppersdorf;1515;NEOS;26
G10823;Weppersdorf;1515;KPÖ;13
G10823;Weppersdorf;1515;EUROPA;3
G10824;Lackendorf;501;ÖVP;74
G10824;Lackendorf;501;SPÖ;133
G10824;Lackendorf;501;FPÖ;57
G10824;Lackendorf;501;GRÜNE;14
G10824;Lackendorf;501;NEOS;6
G10824;Lackendorf;501;KPÖ;0
G10824;Lackendorf;501;EUROPA;1
G10825;Unterfrauenhaid;524;ÖVP;157
G10825;Unterfrauenhaid;524;SPÖ;142
G10825;Unterfrauenhaid;524;FPÖ;45
G10825;Unterfrauenhaid;524;GRÜNE;8
G10825;Unterfrauenhaid;524;NEOS;8
G10825;Unterfrauenhaid;524;KPÖ;4
G10825;Unterfrauenhaid;524;EUROPA;2
G10826;Unterrabnitz-Schwendgraben;531;ÖVP;166
G10826;Unterrabnitz-Schwendgraben;531;SPÖ;103
G10826;Unterrabnitz-Schwendgraben;531;FPÖ;32
G10826;Unterrabnitz-Schwendgraben;531;GRÜNE;13
G10826;Unterrabnitz-Schwendgraben;531;NEOS;15
G10826;Unterrabnitz-Schwendgraben;531;KPÖ;1
G10826;Unterrabnitz-Schwendgraben;531;EUROPA;3
G10827;Weingraben;300;ÖVP;76
G10827;Weingraben;300;SPÖ;97
G10827;Weingraben;300;FPÖ;22
G10827;Weingraben;300;GRÜNE;6
G10827;Weingraben;300;NEOS;4
G10827;Weingraben;300;KPÖ;2
G10827;Weingraben;300;EUROPA;1
G10828;Oberloisdorf;656;ÖVP;162
G10828;Oberloisdorf;656;SPÖ;164
G10828;Oberloisdorf;656;FPÖ;80
G10828;Oberloisdorf;656;GRÜNE;23
G10828;Oberloisdorf;656;NEOS;15
G10828;Oberloisdorf;656;KPÖ;2
G10828;Oberloisdorf;656;EUROPA;0
G10899;Wahlkarten - Oberpullendorf;0;ÖVP;746
G10899;Wahlkarten - Oberpullendorf;0;SPÖ;784
G10899;Wahlkarten - Oberpullendorf;0;FPÖ;251
G10899;Wahlkarten - Oberpullendorf;0;GRÜNE;238
G10899;Wahlkarten - Oberpullendorf;0;NEOS;141
G10899;Wahlkarten - Oberpullendorf;0;KPÖ;18
G10899;Wahlkarten - Oberpullendorf;0;EUROPA;16
G10901;Bad Tatzmannsdorf;1274;ÖVP;271
G10901;Bad Tatzmannsdorf;1274;SPÖ;179
G10901;Bad Tatzmannsdorf;1274;FPÖ;167
G10901;Bad Tatzmannsdorf;1274;GRÜNE;44
G10901;Bad Tatzmannsdorf;1274;NEOS;48
G10901;Bad Tatzmannsdorf;1274;KPÖ;3
G10901;Bad Tatzmannsdorf;1274;EUROPA;2
G10902;Bernstein;1786;ÖVP;336
G10902;Bernstein;1786;SPÖ;494
G10902;Bernstein;1786;FPÖ;174
G10902;Bernstein;1786;GRÜNE;46
G10902;Bernstein;1786;NEOS;32
G10902;Bernstein;1786;KPÖ;1
G10902;Bernstein;1786;EUROPA;6
G10903;Deutsch Schützen-Eisenberg;970;ÖVP;333
G10903;Deutsch Schützen-Eisenberg;970;SPÖ;121
G10903;Deutsch Schützen-Eisenberg;970;FPÖ;103
G10903;Deutsch Schützen-Eisenberg;970;GRÜNE;28
G10903;Deutsch Schützen-Eisenberg;970;NEOS;34
G10903;Deutsch Schützen-Eisenberg;970;KPÖ;4
G10903;Deutsch Schützen-Eisenberg;970;EUROPA;4
G10904;Grafenschachen;1053;ÖVP;186
G10904;Grafenschachen;1053;SPÖ;308
G10904;Grafenschachen;1053;FPÖ;142
G10904;Grafenschachen;1053;GRÜNE;20
G10904;Grafenschachen;1053;NEOS;13
G10904;Grafenschachen;1053;KPÖ;3
G10904;Grafenschachen;1053;EUROPA;2
G10905;Großpetersdorf;2879;ÖVP;479
G10905;Großpetersdorf;2879;SPÖ;586
G10905;Großpetersdorf;2879;FPÖ;247
G10905;Großpetersdorf;2879;GRÜNE;102
G10905;Großpetersdorf;2879;NEOS;75
G10905;Großpetersdorf;2879;KPÖ;7
G10905;Großpetersdorf;2879;EUROPA;8
G10906;Hannersdorf;630;ÖVP;163
G10906;Hannersdorf;630;SPÖ;144
G10906;Hannersdorf;630;FPÖ;44
G10906;Hannersdorf;630;GRÜNE;16
G10906;Hannersdorf;630;NEOS;7
G10906;Hannersdorf;630;KPÖ;2
G10906;Hannersdorf;630;EUROPA;2
G10907;Kemeten;1239;ÖVP;138
G10907;Kemeten;1239;SPÖ;226
G10907;Kemeten;1239;FPÖ;189
G10907;Kemeten;1239;GRÜNE;43
G10907;Kemeten;1239;NEOS;22
G10907;Kemeten;1239;KPÖ;1
G10907;Kemeten;1239;EUROPA;9
G10908;Kohfidisch;1195;ÖVP;250
G10908;Kohfidisch;1195;SPÖ;237
G10908;Kohfidisch;1195;FPÖ;121
G10908;Kohfidisch;1195;GRÜNE;24
G10908;Kohfidisch;1195;NEOS;14
G10908;Kohfidisch;1195;KPÖ;0
G10908;Kohfidisch;1195;EUROPA;4
G10909;Litzelsdorf;968;ÖVP;148
G10909;Litzelsdorf;968;SPÖ;157
G10909;Litzelsdorf;968;FPÖ;148
G10909;Litzelsdorf;968;GRÜNE;58
G10909;Litzelsdorf;968;NEOS;16
G10909;Litzelsdorf;968;KPÖ;2
G10909;Litzelsdorf;968;EUROPA;0
G10910;Loipersdorf-Kitzladen;1044;ÖVP;229
G10910;Loipersdorf-Kitzladen;1044;SPÖ;285
G10910;Loipersdorf-Kitzladen;1044;FPÖ;143
G10910;Loipersdorf-Kitzladen;1044;GRÜNE;32
G10910;Loipersdorf-Kitzladen;1044;NEOS;12
G10910;Loipersdorf-Kitzladen;1044;KPÖ;1
G10910;Loipersdorf-Kitzladen;1044;EUROPA;1
G10911;Mariasdorf;993;ÖVP;173
G10911;Mariasdorf;993;SPÖ;176
G10911;Mariasdorf;993;FPÖ;151
G10911;Mariasdorf;993;GRÜNE;40
G10911;Mariasdorf;993;NEOS;19
G10911;Mariasdorf;993;KPÖ;0
G10911;Mariasdorf;993;EUROPA;3
G10912;Markt Allhau;1509;ÖVP;293
G10912;Markt Allhau;1509;SPÖ;299
G10912;Markt Allhau;1509;FPÖ;207
G10912;Markt Allhau;1509;GRÜNE;94
G10912;Markt Allhau;1509;NEOS;48
G10912;Markt Allhau;1509;KPÖ;3
G10912;Markt Allhau;1509;EUROPA;5
G10913;Markt Neuhodis;552;ÖVP;128
G10913;Markt Neuhodis;552;SPÖ;124
G10913;Markt Neuhodis;552;FPÖ;38
G10913;Markt Neuhodis;552;GRÜNE;11
G10913;Markt Neuhodis;552;NEOS;7
G10913;Markt Neuhodis;552;KPÖ;2
G10913;Markt Neuhodis;552;EUROPA;2
G10914;Mischendorf;1351;ÖVP;343
G10914;Mischendorf;1351;SPÖ;293
G10914;Mischendorf;1351;FPÖ;85
G10914;Mischendorf;1351;GRÜNE;26
G10914;Mischendorf;1351;NEOS;16
G10914;Mischendorf;1351;KPÖ;3
G10914;Mischendorf;1351;EUROPA;2
G10915;Oberdorf im Burgenland;852;ÖVP;168
G10915;Oberdorf im Burgenland;852;SPÖ;179
G10915;Oberdorf im Burgenland;852;FPÖ;91
G10915;Oberdorf im Burgenland;852;GRÜNE;22
G10915;Oberdorf im Burgenland;852;NEOS;14
G10915;Oberdorf im Burgenland;852;KPÖ;0
G10915;Oberdorf im Burgenland;852;EUROPA;1
G10916;Oberschützen;1895;ÖVP;420
G10916;Oberschützen;1895;SPÖ;270
G10916;Oberschützen;1895;FPÖ;239
G10916;Oberschützen;1895;GRÜNE;134
G10916;Oberschützen;1895;NEOS;52
G10916;Oberschützen;1895;KPÖ;1
G10916;Oberschützen;1895;EUROPA;8
G10917;Oberwart;5651;ÖVP;873
G10917;Oberwart;5651;SPÖ;830
G10917;Oberwart;5651;FPÖ;545
G10917;Oberwart;5651;GRÜNE;238
G10917;Oberwart;5651;NEOS;159
G10917;Oberwart;5651;KPÖ;10
G10917;Oberwart;5651;EUROPA;30
G10918;Pinkafeld;4485;ÖVP;649
G10918;Pinkafeld;4485;SPÖ;607
G10918;Pinkafeld;4485;FPÖ;551
G10918;Pinkafeld;4485;GRÜNE;244
G10918;Pinkafeld;4485;NEOS;136
G10918;Pinkafeld;4485;KPÖ;6
G10918;Pinkafeld;4485;EUROPA;8
G10919;Rechnitz;2419;ÖVP;372
G10919;Rechnitz;2419;SPÖ;465
G10919;Rechnitz;2419;FPÖ;305
G10919;Rechnitz;2419;GRÜNE;44
G10919;Rechnitz;2419;NEOS;42
G10919;Rechnitz;2419;KPÖ;2
G10919;Rechnitz;2419;EUROPA;10
G10920;Riedlingsdorf;1335;ÖVP;166
G10920;Riedlingsdorf;1335;SPÖ;295
G10920;Riedlingsdorf;1335;FPÖ;191
G10920;Riedlingsdorf;1335;GRÜNE;46
G10920;Riedlingsdorf;1335;NEOS;28
G10920;Riedlingsdorf;1335;KPÖ;3
G10920;Riedlingsdorf;1335;EUROPA;2
G10921;Rotenturm an der Pinka;1145;ÖVP;257
G10921;Rotenturm an der Pinka;1145;SPÖ;312
G10921;Rotenturm an der Pinka;1145;FPÖ;116
G10921;Rotenturm an der Pinka;1145;GRÜNE;45
G10921;Rotenturm an der Pinka;1145;NEOS;31
G10921;Rotenturm an der Pinka;1145;KPÖ;9
G10921;Rotenturm an der Pinka;1145;EUROPA;3
G10922;Schachendorf;545;ÖVP;167
G10922;Schachendorf;545;SPÖ;76
G10922;Schachendorf;545;FPÖ;43
G10922;Schachendorf;545;GRÜNE;22
G10922;Schachendorf;545;NEOS;8
G10922;Schachendorf;545;KPÖ;2
